,Rank,Name,Symbol,Market Cap,Price,Circulating Supply,volume (24h),% 1h,% 24h,% 7d,dt
102,764.0,TORNTornado Cash,TORN,"$11,707,708.94",$10.65,"1,099,795 TORN *","$49,825,834.81",1.69%,35.32%,65.33%,20230212
103,88.0,BNXBinaryX,BNX,"$426,859,992.18",$147.96,"2,885,023 BNX *","$53,435,513.59",-1.71%,17.08%,63.64%,20230212
104,751.0,NAPNapoli Fan Token,NAP,"$11,807,349.75",$7.1530,"1,650,686 NAP *","$13,477,895.21",0.82%,4.49%,53.73%,20230212
105,144.0,SKLSKALE,SKL,"$234,225,709.49",$0.05606,"4,178,186,004 SKL *","$54,800,287.21",1.40%,-0.93%,47.57%,20230212
106,267.0,DUSKDusk Network,DUSK,"$99,162,219.72",$0.2396,"413,864,409 DUSK *","$100,828,662.49",-0.70%,6.91%,47.06%,20230212
107,213.0,BabyDogeBaby Doge Coin,BabyDoge,"$488,859,214.90",--,"115,113,333,036,839,000 BabyDoge *","$61,046,562.81",2.38%,22.50%,46.51%,20230212
108,87.0,ROSEOasis Network,ROSE,"$433,558,970.46",$0.07572,"5,725,718,533 ROSE *","$235,150,187.39",-0.45%,9.05%,41.52%,20230212
109,476.0,AGLDAdventure Gold,AGLD,"$35,501,470.77",$0.5059,"70,170,001 AGLD","$22,005,224.14",3.14%,-1.21%,39.42%,20230212
110,117.0,ASTRAstar,ASTR,"$304,865,826.42",$0.07491,"4,069,659,145 ASTR *","$18,219,293.64",-1.28%,-6.25%,38.83%,20230212
111,488.0,FISStaFi,FIS,"$34,586,552.02",$0.5721,"60,452,000 FIS *","$11,213,102.16",-0.20%,-3.73%,32.80%,20230212
112,351.0,UFOUFO Gaming,UFO,"$62,428,629.44",$0.00000242,"25,757,575,757,576 UFO *","$11,769,077.45",4.36%,44.29%,31.31%,20230212
113,282.0,VOLTVolt Inu V2,VOLT,"$91,076,315.36",$0.00000166,"54,766,287,142,827 VOLT *","$14,886,517.15",2.76%,8.01%,29.42%,20230212
114,118.0,XCNOnyxcoin,XCN,"$301,177,659.87",$0.01403,"21,472,783,889 XCN","$56,572,993.47",-0.77%,12.44%,28.83%,20230212
115,500.0,CHESSTranchess,CHESS,"$33,023,470.25",$0.288,"114,648,850 CHESS *","$10,694,373.99",0.69%,-4.05%,27.29%,20230212
116,57.0,MINAMina,MINA,"$837,795,150.56",$1.0013,"836,677,323 MINA *","$272,375,496.52",-1.61%,-11.54%,25.56%,20230212
117,172.0,SYSSyscoin,SYS,"$157,844,704.03",$0.2095,"753,571,731 SYS","$16,750,213.15",-1.55%,-3.35%,25.04%,20230212
118,28.0,HBARHedera,HBAR,"$2,251,313,294.58",$0.08642,"26,051,470,159 HBAR *","$223,056,932.16",-1.93%,-1.96%,23.53%,20230212
119,31.0,LDOLido DAO,LDO,"$2,113,824,964.36",$2.5080,"842,839,307 LDO *","$285,660,029.08",-0.84%,5.62%,22.46%,20230212
120,432.0,MDTMeasurable Data Token,MDT,"$44,183,513.58",$0.06535,"676,157,013 MDT *","$418,116,935.10",-2.64%,55.88%,139.09%,20230205
121,79.0,AGIXSingularityNET,AGIX,"$535,850,426.31",$0.447,"1,198,728,481 AGIX *","$374,363,513.41",2.38%,41.86%,138.70%,20230205
122,217.0,BabyDogeBaby Doge Coin,BabyDoge,"$333,664,876.99",--,"115,113,333,036,839,000 BabyDoge *","$59,601,410.67",-0.30%,10.72%,93.19%,20230205
123,215.0,WEMIXWEMIX,WEMIX,"$351,820,797.14",$1.3990,"251,474,596 WEMIX *","$11,563,769.39",3.00%,-3.48%,73.76%,20230205
124,329.0,VOLTVolt Inu V2,VOLT,"$70,372,582.20",$0.00000128,"54,766,287,142,827 VOLT","$10,007,456.09",1.15%,10.62%,69.92%,20230205
125,271.0,ACHAlchemy Pay,ACH,"$97,750,342.30",$0.01923,"5,082,155,932 ACH","$119,759,959.78",-1.86%,11.77%,66.35%,20230205
126,177.0,LOOKSLooksRare,LOOKS,"$151,968,149.64",$0.3237,"469,539,052 LOOKS *","$25,892,438.92",0.62%,-4.62%,57.46%,20230205
127,102.0,FETFetch.ai,FET,"$370,135,910.65",$0.452,"818,912,300 FET *","$360,340,831.03",1.97%,36.11%,56.73%,20230205
128,200.0,HIGHHighstreet,HIGH,"$128,294,309.81",$4.1868,"30,642,644 HIGH *","$322,166,444.29",5.06%,12.82%,49.17%,20230205
129,143.0,SSVssv.network,SSV,"$256,012,669.69",$25.60,"10,000,000 SSV","$18,525,833.96",-0.10%,-4.78%,47.48%,20230205
130,117.0,USTCTerraClassicUSD,USTC,"$320,594,433.22",$0.03271,"9,800,409,017 USTC *","$87,683,479.99",1.03%,-6.82%,47.28%,20230205
131,119.0,MASKMask Network,MASK,"$310,605,583.11",$4.5543,"68,200,000 MASK *","$204,017,381.28",-1.04%,-9.01%,45.08%,20230205
132,418.0,CRECarry,CRE,"$46,097,051.62",$0.005244,"8,790,810,727 CRE *","$23,421,349.51",1.34%,-9.36%,44.12%,20230205
133,134.0,INJInjective,INJ,"$263,792,316.97",$3.6133,"73,005,554 INJ *","$82,643,030.43",-0.46%,-6.73%,42.69%,20230205
134,313.0,EFIEfinity Token,EFI,"$78,638,483.13",$0.129,"609,637,623 EFI *","$12,379,791.80",-0.13%,8.13%,41.30%,20230205
135,201.0,HEXHEX,HEX,"$6,742,488,893.43",$0.03888,"173,411,074,413 HEX","$11,269,547.68",-0.66%,-3.69%,40.64%,20230205
136,172.0,SYNSynapse,SYN,"$166,873,844.62",$1.1939,"139,773,376 SYN *","$11,511,746.54",3.20%,-3.59%,40.29%,20230205
137,90.0,RNDRRender Token,RNDR,"$448,040,858.78",$1.7653,"253,798,860 RNDR *","$265,057,744.79",-0.10%,5.81%,37.14%,20230205
138,45.0,GRTThe Graph,GRT,"$1,160,667,426.82",$0.1322,"8,780,477,159 GRT *","$271,608,481.74",2.21%,16.71%,37.06%,20230205
139,281.0,REPAugur,REP,"$92,750,517.26",$8.4319,"11,000,000 REP *","$422,786,200.24",0.89%,31.81%,35.92%,20230205
140,458.0,HIGHHighstreet,HIGH,"$34,529,239.15",$2.8067,"12,302,500 HIGH *","$428,956,201.37",0.16%,115.17%,130.82%,20230129
141,182.0,CFXConflux,CFX,"$133,718,275.22",$0.06396,"2,090,735,404 CFX","$52,494,486.64",-0.14%,0.09%,130.78%,20230129
142,221.0,FLOKIFLOKI,FLOKI,"$210,451,583.08",$0.0000236,"8,917,452,316,422 FLOKI *","$40,282,009.89",4.77%,12.54%,101.70%,20230129
143,98.0,TThreshold,T,"$397,317,272.64",$0.04683,"8,484,935,837 T","$44,722,679.63",1.49%,0.78%,97.62%,20230129
144,112.0,RNDRRender Token,RNDR,"$326,702,660.91",$1.2873,"253,798,860 RNDR *","$246,633,430.20",-1.72%,7.63%,86.69%,20230129
145,290.0,DARMines of Dalarnia,DAR,"$85,318,383.06",$0.2748,"310,491,258 DAR *","$49,012,958.99",-0.14%,1.42%,67.30%,20230129
146,169.0,METISMetisDAO,METIS,"$156,935,750.63",$35.43,"4,429,328 METIS *","$12,894,606.67",-1.40%,13.76%,61.72%,20230129
147,124.0,AUDIOAudius,AUDIO,"$284,535,435.90",$0.304,"935,984,399 AUDIO *","$29,635,617.45",1.66%,1.57%,58.92%,20230129
148,165.0,HOOKHooked Protocol,HOOK,"$171,654,796.68",$3.4331,"50,000,000 HOOK *","$128,949,233.45",3.61%,0.31%,48.64%,20230129
149,131.0,FLUXFlux,FLUX,"$265,915,760.56",$0.9218,"288,462,694 FLUX","$61,086,693.98",0.01%,-0.55%,41.42%,20230129
150,106.0,DYDXdYdX,DYDX,"$366,501,526.08",$2.3455,"156,256,174 DYDX *","$131,400,822.93",-1.02%,1.89%,41.00%,20230129
151,26.0,APTAptos,APT,"$2,936,141,434.59",$18.32,"160,289,078 APT *","$1,007,270,885.53",1.53%,2.33%,37.63%,20230129
152,395.0,TVKVirtua,TVK,"$47,864,855.68",$0.05005,"956,380,940 TVK *","$91,410,908.59",1.89%,27.29%,37.57%,20230129
153,114.0,MAGICMAGIC,MAGIC,"$319,321,023.18",$1.5373,"207,709,804 MAGIC *","$84,718,760.11",1.09%,2.35%,36.67%,20230129
154,192.0,COTICOTI,COTI,"$124,360,581.39",$0.1122,"1,108,643,952 COTI *","$25,005,566.01",1.35%,-0.78%,31.78%,20230129
155,71.0,MINAMina,MINA,"$637,226,647.65",$0.7751,"822,128,250 MINA *","$85,744,040.13",2.66%,20.45%,31.07%,20230129
156,118.0,ONEHarmony,ONE,"$301,392,750.71",$0.0231,"13,046,368,599 ONE *","$40,688,748.81",-0.51%,13.55%,30.28%,20230129
157,158.0,INJInjective,INJ,"$184,875,728.28",$2.5324,"73,005,554 INJ *","$29,126,473.76",-0.41%,1.23%,30.17%,20230129
158,193.0,NUNuCypher,NU,"$124,385,474.86",$0.1769,"703,000,000 NU *","$11,047,686.23",0.55%,-1.51%,29.77%,20230129
159,261.0,HFTHashflow,HFT,"$99,590,324.39",$0.5407,"184,180,193 HFT *","$40,472,277.20",1.29%,-1.24%,29.29%,20230129
160,304.0,SNMSONM (BEP-20),SNM,"$68,957,070.81",$1.5531,"44,400,000 SNM *","$265,964,409.93",0.56%,175.69%,151.74%,20230122
161,740.0,LBLLABEL Foundation,LBL,"$10,581,871.82",$0.009271,"1,141,369,062 LBL *","$37,206,454.42",0.89%,7.03%,140.26%,20230122
162,314.0,VRAVerasity,VRA,"$69,885,698.97",$0.006757,"10,343,094,362 VRA *","$33,750,847.21",2.83%,-0.34%,128.69%,20230122
163,556.0,GXAGALAXIA,GXA,"$23,228,468.77",$0.01233,"1,883,466,416 GXA","$20,408,764.76",1.92%,40.73%,104.42%,20230122
164,29.0,APTAptos,APT,"$2,120,144,759.77",$13.31,"159,298,811 APT *","$2,039,546,023.73",-0.33%,13.29%,67.98%,20230122
165,130.0,MAGICMAGIC,MAGIC,"$232,539,216.57",$1.1249,"206,725,996 MAGIC *","$164,704,603.97",0.03%,5.41%,59.01%,20230122
166,268.0,STGStargate Finance,STG,"$87,649,775.49",$0.6331,"138,454,634 STG *","$208,850,182.26",1.05%,29.96%,35.69%,20230122
167,41.0,AXSAxie Infinity,AXS,"$1,259,983,553.72",$12.46,"101,106,045 AXS *","$844,304,041.49",5.33%,39.13%,33.68%,20230122
168,36.0,HBARHedera,HBAR,"$1,748,764,186.76",$0.06906,"25,321,887,297 HBAR *","$56,299,311.61",-0.46%,-3.10%,32.23%,20230122
169,184.0,HOOKHooked Protocol,HOOK,"$115,481,384.84",$2.3096,"50,000,000 HOOK *","$112,334,593.60",-0.29%,7.54%,31.99%,20230122
170,420.0,BONDBarnBridge,BOND,"$40,750,653.21",$5.1516,"7,910,262 BOND *","$114,318,565.57",0.53%,1.16%,31.40%,20230122
171,59.0,CRVCurve DAO Token,CRV,"$754,489,119.10",$1.0734,"702,897,788 CRV *","$189,509,811.44",0.58%,7.76%,28.91%,20230122
172,153.0,SSVssv.network,SSV,"$178,167,868.70",$17.82,"10,000,000 SSV","$10,896,871.29",0.53%,0.38%,22.90%,20230122
173,537.0,VOXELVoxies,VOXEL,"$25,095,299.85",$0.2415,"103,904,347 VOXEL *","$23,298,923.99",0.63%,12.90%,22.78%,20230122
174,155.0,RNDRRender Token,RNDR,"$174,999,625.12",$0.6895,"253,798,860 RNDR *","$43,777,035.91",2.51%,2.45%,21.59%,20230122
175,198.0,GALGalxe,GAL,"$103,400,513.86",$1.9054,"54,267,333 GAL *","$28,496,990.68",0.61%,1.07%,21.41%,20230122
176,167.0,SKLSKALE,SKL,"$142,788,880.04",$0.03439,"4,152,519,337 SKL *","$12,735,461.52",-0.60%,1.44%,21.12%,20230122
177,277.0,PONDMarlin,POND,"$85,199,998.00",$0.01053,"8,087,375,977 POND *","$15,349,926.75",5.54%,18.13%,20.67%,20230122
178,77.0,OPOptimism,OP,"$512,371,311.91",$2.1826,"234,748,364 OP *","$309,663,530.19",0.16%,-1.00%,19.67%,20230122
179,352.0,ACHAlchemy Pay,ACH,"$55,248,639.18",$0.01087,"5,082,155,932 ACH","$12,462,902.50",0.46%,-1.85%,19.51%,20230122
180,175.0,SRMSerum,SRM,"$123,440,115.55",$0.4689,"263,244,669 SRM *","$911,701,179.19",-0.91%,-4.04%,193.14%,20230115
181,132.0,AGIXSingularityNET,AGIX,"$206,030,152.62",$0.1748,"1,178,421,857 AGIX *","$106,788,237.57",2.35%,11.72%,187.82%,20230115
182,209.0,FTTFTX Token,FTT,"$727,984,098.18",$2.2134,"328,895,112 FTT *","$125,651,331.60",-0.86%,19.86%,142.43%,20230115
183,46.0,APTAptos,APT,"$1,030,018,126.79",$7.9232,"130,000,000 APT *","$861,854,717.05",-1.85%,2.85%,101.95%,20230115
184,178.0,NUNuCypher,NU,"$117,233,021.58",$0.1668,"703,000,000 NU *","$325,647,154.56",4.21%,61.64%,90.29%,20230115
185,39.0,MANADecentraland,MANA,"$1,302,115,229.27",$0.7019,"1,855,084,192 MANA *","$878,936,016.85",-0.52%,17.83%,85.77%,20230115
186,102.0,GMTSTEPN,GMT,"$308,410,908.91",$0.514,"600,000,000 GMT *","$586,386,846.87",-1.22%,-0.90%,84.26%,20230115
187,427.0,PHBPhoenix,PHB,"$35,671,379.90",$0.9605,"37,136,775 PHB","$23,023,353.80",-1.17%,-1.74%,70.22%,20230115
188,137.0,FETFetch.ai,FET,"$186,146,355.99",$0.2273,"818,912,300 FET *","$73,924,682.33",-0.88%,-4.92%,61.71%,20230115
189,403.0,RAYRaydium,RAY,"$41,950,440.82",$0.2434,"172,344,608 RAY *","$74,937,379.28",-0.62%,-8.02%,60.70%,20230115
190,11.0,SOLSolana,SOL,"$8,477,324,165.42",$22.87,"370,620,851 SOL *","$1,661,787,280.58",-1.02%,-5.67%,59.73%,20230115
191,116.0,LUNATerra,LUNA,"$263,874,992.24",$2.0700,"127,475,474 LUNA","$462,809,881.32",-1.08%,12.60%,53.30%,20230115
192,114.0,WAVESWaves,WAVES,"$257,140,727.04",$2.3293,"110,392,846 WAVES *","$495,758,295.60",-0.27%,7.72%,53.12%,20230115
193,424.0,WNXMWrapped NXM,WNXM,"$36,906,008.20",$12.74,"2,896,294 WNXM *","$10,484,577.22",-1.02%,10.25%,51.33%,20230115
194,40.0,FLOWFlow,FLOW,"$1,128,202,520.23",$1.0888,"1,036,200,000 FLOW *","$190,281,491.72",-1.00%,6.30%,50.03%,20230115
195,611.0,ANCAnchor Protocol,ANC,"$17,803,710.58",$0.05081,"350,381,852 ANC *","$123,826,257.89",-0.73%,15.76%,49.91%,20230115
196,88.0,COMPCompound,COMP,"$379,508,719.74",$52.22,"7,267,152 COMP *","$50,622,572.89",-1.06%,-0.35%,49.47%,20230115
197,741.0,ATMAtletico De Madrid Fan Token,ATM,"$10,312,193.43",$3.7034,"2,784,550 ATM *","$30,501,237.86",-2.77%,-4.71%,48.01%,20230115
198,65.0,FXSFrax Share,FXS,"$616,186,060.88",$8.4483,"72,936,372 FXS *","$69,465,466.05",-0.92%,22.47%,48.00%,20230115
199,45.0,SANDThe Sandbox,SAND,"$1,087,467,306.41",$0.7252,"1,499,470,108 SAND *","$522,414,180.35",0.10%,9.11%,45.90%,20230115
200,111.0,GALAGala,GALA,"$242,996,817.29",$0.03483,"6,977,205,436 GALA *","$630,965,741.32",1.36%,49.33%,106.61%,20230108
201,28.0,LDOLido DAO,LDO,"$1,620,505,389.09",$1.9667,"823,970,809 LDO *","$236,342,337.27",-1.56%,32.57%,82.08%,20230108
202,499.0,FISStaFi,FIS,"$24,316,537.68",$0.4022,"60,452,000 FIS *","$28,230,348.10",1.19%,22.18%,60.04%,20230108
203,161.0,FETFetch.ai,FET,"$115,113,668.35",$0.1406,"818,912,300 FET *","$93,307,822.05",-0.65%,-10.27%,53.79%,20230108
204,14.0,SOLSolana,SOL,"$5,296,617,891.20",$14.32,"369,877,280 SOL *","$535,020,165.31",4.45%,9.38%,43.46%,20230108
205,90.0,OPOptimism,OP,"$295,984,121.31",$1.2609,"234,748,364 OP","$154,748,334.63",2.01%,15.10%,36.59%,20230108
206,82.0,ZILZilliqa,ZIL,"$347,450,003.46",$0.0219,"15,867,699,447 ZIL","$110,867,211.93",0.91%,24.81%,34.61%,20230108
207,258.0,AGIXSingularityNET,AGIX,"$69,784,559.48",$0.06075,"1,148,801,648 AGIX *","$36,181,558.15",-0.40%,10.01%,32.87%,20230108
208,151.0,OCEANOcean Protocol,OCEAN,"$131,394,300.22",$0.2143,"613,099,141 OCEAN *","$49,639,227.33",-0.83%,2.79%,31.37%,20230108
209,24.0,ETCEthereum Classic,ETC,"$2,821,866,168.70",$20.32,"138,865,635 ETC","$247,522,173.14",1.27%,1.43%,28.84%,20230108
210,34.0,NEARNEAR Protocol,NEAR,"$1,387,137,716.26",$1.6433,"844,123,352 NEAR *","$92,465,052.01",1.14%,5.16%,28.80%,20230108
211,52.0,SANDThe Sandbox,SAND,"$745,346,944.96",$0.4971,"1,499,470,108 SAND *","$312,169,557.74",-0.27%,9.35%,27.86%,20230108
212,99.0,KAVAKava,KAVA,"$253,508,874.34",$0.6806,"372,470,802 KAVA *","$18,779,395.96",0.98%,3.43%,26.94%,20230108
213,41.0,BITBitDAO,BIT,"$881,276,988.90",$0.4215,"2,090,946,169 BIT *","$14,611,767.31",0.59%,1.63%,26.60%,20230108
214,55.0,MANADecentraland,MANA,"$700,936,531.17",$0.3778,"1,855,084,192 MANA *","$133,257,291.57",0.54%,7.61%,25.36%,20230108
215,59.0,GRTThe Graph,GRT,"$610,931,333.79",$0.06999,"8,729,066,960 GRT *","$86,173,017.99",0.56%,9.05%,23.84%,20230108
216,179.0,PYRVulcan Forged PYR,PYR,"$91,680,204.00",$3.3728,"27,182,227 PYR *","$17,199,992.52",0.79%,8.33%,22.19%,20230108
217,125.0,ANKRAnkr,ANKR,"$184,540,247.49",$0.0191,"9,662,899,378 ANKR *","$93,710,788.63",-1.76%,16.25%,21.99%,20230108
218,121.0,WOOWOO Network,WOO,"$184,870,770.16",$0.1512,"1,222,309,220 WOO *","$19,681,055.16",3.82%,11.02%,20.88%,20230108
219,73.0,SNXSynthetix,SNX,"$439,569,395.21",$1.7620,"249,478,746 SNX *","$22,292,325.60",1.98%,4.29%,19.45%,20230108
220,28.0,OKBOKB,OKB,"$1,647,232,775.85",$27.45,"60,000,000 OKB *","$24,291,868.56",0.45%,5.57%,18.60%,20230101
221,48.0,BITBitDAO,BIT,"$696,127,648.41",$0.3329,"2,090,946,169 BIT *","$30,029,741.63",0.18%,-2.24%,18.13%,20230101
222,249.0,DENTDent,DENT,"$68,254,352.34",$0.0006894,"99,007,791,203 DENT *","$15,700,849.76",0.44%,1.07%,13.96%,20230101
223,78.0,LDOLido DAO,LDO,"$338,036,856.27",$1.0802,"312,951,154 LDO *","$63,778,559.49",0.05%,13.39%,11.35%,20230101
224,127.0,WOOWOO Network,WOO,"$151,679,295.12",$0.1251,"1,212,242,610 WOO *","$14,598,259.56",0.41%,4.29%,9.32%,20230101
225,474.0,"FCT,FCT2FirmaChain","FCT,FCT2","$24,558,923.20",$0.04208,"583,681,319 FCT,FCT2 *","$30,027,423.18",-0.53%,6.80%,8.87%,20230101
226,275.0,BNTBancor,BNT,"$60,001,497.24",$0.3694,"162,429,168 BNT *","$42,698,980.85",-0.52%,3.66%,7.68%,20230101
227,30.0,APEApeCoin,APE,"$1,395,907,440.09",$3.8641,"361,250,000 APE *","$104,656,765.77",0.75%,6.22%,7.57%,20230101
228,32.0,ALGOAlgorand,ALGO,"$1,266,736,278.24",$0.1775,"7,137,908,039 ALGO *","$36,884,680.10",0.41%,2.69%,6.99%,20230101
229,255.0,HOOKHooked Protocol,HOOK,"$66,985,169.03",$1.3397,"50,000,000 HOOK *","$37,677,998.26",-0.18%,12.21%,6.72%,20230101
230,34.0,ICPInternet Computer,ICP,"$1,121,673,214.97",$4.0176,"279,191,843 ICP *","$15,646,294.14",-0.45%,2.22%,6.66%,20230101
231,130.0,JASMYJasmyCoin,JASMY,"$152,692,695.84",$0.003298,"46,299,999,999 JASMY","$75,466,482.03",2.19%,12.02%,6.44%,20230101
232,35.0,FILFilecoin,FIL,"$1,119,505,572.52",$3.1114,"359,805,544 FIL","$65,329,032.48",-0.46%,3.40%,5.00%,20230101
233,24.0,ATOMCosmos,ATOM,"$2,710,342,840.08",$9.4645,"286,370,297 ATOM *","$61,685,236.33",0.31%,1.24%,4.92%,20230101
234,57.0,TWTTrust Wallet Token,TWT,"$590,853,723.45",$1.4181,"416,649,900 TWT *","$25,956,413.83",0.15%,-0.34%,3.84%,20230101
235,182.0,ELFaelf,ELF,"$82,939,801.85",$0.1572,"527,488,946 ELF *","$10,387,154.67",-0.05%,0.51%,3.47%,20230101
236,39.0,LUNCTerra Classic,LUNC,"$901,776,663.55",$0.00015,"6,011,663,542,501 LUNC *","$92,046,128.37",0.65%,3.34%,3.13%,20230101
237,73.0,NEXONexo,NEXO,"$376,120,428.70",$0.6716,"560,000,011 NEXO *","$16,079,545.98",-0.20%,2.44%,3.11%,20230101
238,12.0,LTCLitecoin,LTC,"$5,095,932,559.91",$70.82,"71,960,530 LTC","$344,383,885.20",-0.01%,1.17%,2.33%,20230101
239,23.0,XMRMonero,XMR,"$2,707,283,905.23",$148.58,"18,221,427 XMR","$36,453,346.89",-0.06%,0.88%,2.27%,20230101
240,563.0,MIRMirror Protocol,MIR,"$17,902,338.88",$0.2303,"77,742,680 MIR *","$85,695,714.39",111.50%,153.12%,110.27%,20221225
241,226.0,CTCCreditcoin,CTC,"$109,631,702.13",$0.529,"207,254,279 CTC","$14,927,200.75",-1.19%,-1.10%,18.53%,20221225
242,403.0,WANWanchain,WAN,"$34,181,757.14",$0.1749,"195,484,942 WAN *","$10,861,238.49",-2.93%,10.00%,15.76%,20221225
243,332.0,MTLMetal DAO,MTL,"$48,948,119.92",$0.7351,"66,588,888 MTL *","$39,155,802.25",-0.46%,1.28%,13.89%,20221225
244,165.0,RLCiExec RLC,RLC,"$106,949,135.38",$1.3204,"80,999,785 RLC *","$20,576,021.00",0.55%,3.29%,12.33%,20221225
245,117.0,BNXBinaryX,BNX,"$197,443,074.15",$69.64,"2,835,170 BNX *","$11,224,473.46",-1.54%,0.69%,11.46%,20221225
246,169.0,OCEANOcean Protocol,OCEAN,"$100,468,408.25",$0.1639,"613,099,141 OCEAN *","$11,082,194.60",-0.65%,-1.12%,10.68%,20221225
247,195.0,FETFetch.ai,FET,"$77,850,342.86",$0.09507,"818,912,300 FET *","$22,832,524.49",0.76%,1.75%,8.00%,20221225
248,14.0,LTCLitecoin,LTC,"$4,976,584,253.49",$69.21,"71,909,443 LTC","$335,124,961.98",0.62%,5.22%,7.21%,20221225
249,29.0,OKBOKB,OKB,"$1,388,940,572.39",$23.15,"60,000,000 OKB *","$19,457,592.02",0.51%,6.19%,6.81%,20221225
250,362.0,ACHAlchemy Pay,ACH,"$42,117,047.69",$0.008287,"5,082,155,932 ACH","$10,714,192.63",0.18%,2.54%,6.67%,20221225
251,247.0,ARDRArdor,ARDR,"$72,598,834.71",$0.07267,"998,999,495 ARDR *","$23,678,629.00",-0.51%,0.55%,5.98%,20221225
252,198.0,NMRNumeraire,NMR,"$76,336,990.34",$12.96,"5,888,504 NMR *","$11,331,406.91",-0.76%,0.83%,5.47%,20221225
253,70.0,RUNETHORChain,RUNE,"$452,671,971.29",$1.3841,"327,056,566 RUNE *","$15,636,977.02",0.28%,-0.80%,4.85%,20221225
254,65.0,DASHDash,DASH,"$492,855,947.77",$44.55,"11,064,156 DASH","$72,628,008.65",0.58%,1.58%,4.73%,20221225
255,63.0,KLAYKlaytn,KLAY,"$504,197,558.63",$0.1643,"3,069,433,926 KLAY *","$14,084,294.43",-0.05%,1.12%,3.90%,20221225
256,422.0,RARESuperRare,RARE,"$30,771,402.34",$0.09995,"307,864,693 RARE *","$22,959,291.12",-2.53%,-17.21%,3.71%,20221225
257,120.0,JSTJUST,JST,"$187,366,501.48",$0.02105,"8,902,080,000 JST *","$12,917,031.81",0.43%,1.04%,3.48%,20221225
258,728.0,CVPPowerPool,CVP,"$8,888,730.74",$0.3251,"27,342,771 CVP *","$13,235,829.64",-3.31%,-5.49%,3.23%,20221225
259,40.0,LUNCTerra Classic,LUNC,"$868,723,626.74",$0.0001455,"5,972,782,824,141 LUNC *","$53,784,368.55",1.05%,-0.15%,2.96%,20221225
260,20.0,TONToncoin,TON,"$3,245,887,993.87",$2.6575,"1,221,401,181 TON *","$43,869,425.32",2.05%,5.71%,30.09%,20221218
261,145.0,MAGICMAGIC,MAGIC,"$136,130,780.11",$0.6575,"207,045,334 MAGIC *","$30,640,829.61",0.09%,15.36%,24.68%,20221218
262,135.0,BONEBone ShibaSwap,BONE,"$145,809,964.76",$0.9065,"160,844,222 BONE *","$25,096,130.81",0.29%,24.61%,12.45%,20221218
263,525.0,PSGParis Saint-Germain Fan Token,PSG,"$21,664,448.66",$5.6406,"3,840,822 PSG *","$93,953,659.02",-1.66%,-8.78%,6.88%,20221218
264,648.0,ARGArgentine Football Association Fan Token,ARG,"$12,364,394.81",$3.2999,"3,746,912 ARG *","$33,847,296.98",2.41%,-44.80%,6.36%,20221218
265,247.0,ELFaelf,ELF,"$73,079,404.02",$0.1398,"522,590,454 ELF *","$12,783,929.01",-1.46%,0.71%,5.42%,20221218
266,749.0,GALGalatasaray Fan Token,GAL,"$7,880,665.39",$1.9248,"4,094,238 GAL *","$18,010,713.16",1.08%,3.42%,4.60%,20221218
267,191.0,RADRadicle,RAD,"$78,993,786.03",$1.6727,"47,224,043 RAD *","$50,318,123.97",-1.90%,-16.25%,3.72%,20221218
268,41.0,BSVBitcoin SV,BSV,"$861,136,773.52",$44.72,"19,255,308 BSV","$90,792,140.53",0.11%,-2.72%,1.58%,20221218
269,482.0,SBDSteem Dollars,SBD,"$25,571,414.45",$2.1618,"11,828,984 SBD *","$11,273,290.87",-0.25%,1.00%,1.33%,20221218
270,50.0,USDDUSDD,USDD,"$711,744,678.12",$0.9813,"725,332,036 USDD *","$11,746,519.97",-0.04%,-0.01%,0.61%,20221218
271,47.0,TUSDTrueUSD,TUSD,"$757,125,414.19",$0.9998,"757,313,070 TUSD *","$20,926,381.39",-0.06%,-0.04%,0.12%,20221218
272,294.0,vBUSDVenus BUSD,vBUSD,"$58,646,843.64",$0.02176,"2,694,770,470 vBUSD *","$10,050,627.65",-0.01%,0.06%,0.06%,20221218
273,420.0,vUSDTVenus USDT,vUSDT,"$32,547,238.05",$0.0219,"1,486,153,169 vUSDT *","$10,253,064.35",0.00%,0.01%,0.06%,20221218
274,229.0,vUSDCVenus USDC,vUSDC,"$103,781,317.02",$0.02175,"4,771,015,133 vUSDC *","$10,093,235.97",-0.03%,-0.02%,0.03%,20221218
275,6.0,BUSDBinance USD,BUSD,"$18,443,448,365.73",$1.0001,"18,441,655,523 BUSD *","$2,744,176,088.41",-0.01%,0.05%,0.01%,20221218
276,3.0,USDTTether,USDT,"$66,167,363,728.15",$1.0002,"66,157,105,100 USDT *","$14,422,416,297.86",0.00%,0.00%,0.01%,20221218
277,4.0,USDCUSD Coin,USDC,"$44,963,115,133.34",$0.9998,"44,973,842,539 USDC *","$1,068,964,229.21",-0.03%,-0.03%,-0.02%,20221218
278,11.0,DAIDai,DAI,"$5,839,453,022.15",$0.999,"5,845,365,114 DAI *","$95,842,180.78",-0.12%,-0.10%,-0.07%,20221218
279,13.0,TRXTRON,TRX,"$4,949,745,275.60",$0.05379,"92,023,906,550 TRX *","$167,766,397.53",-0.03%,-1.97%,-0.30%,20221218
280,390.0,CTXCCortex,CTXC,"$40,747,707.60",$0.1987,"205,038,217 CTXC","$43,663,323.59",12.56%,34.71%,120.75%,20221211
